Date : 2024-01-22 12:21:42
Directory : g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib
Total : 428 files,  35421 codes, 373 comments, 5905 blanks, all 41699 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\brand\views\all_brand_screen.dart                                     | Dart     |         51 |          0 |          5 |         56 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\brand\widgets\brand_view.dart                                         | Dart     |        122 |          0 |         16 |        138 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\controllers\cart_controller.dart                                 | Dart     |        257 |          0 |         56 |        313 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\models\cart_model.dart                                    | Dart     |        186 |          0 |         27 |        213 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\models\chosen_shipping_method.dart                        | Dart     |         46 |          0 |          5 |         51 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\models\shipping_method_model.dart                         | Dart     |         35 |          0 |          7 |         42 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\models\shipping_model.dart                                | Dart     |          7 |          0 |          2 |          9 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\repositories\cart_repository.dart                         | Dart     |        106 |          0 |         12 |        118 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\repositories\contracts\cart_repository_interface.dart     | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\domain\services\cart_service.dart                                | Dart     |         94 |          0 |         12 |        106 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\views\cart_screen.dart                                           | Dart     |        395 |          0 |         66 |        461 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\widget\cart_page_shimmer.dart                                    | Dart     |         71 |          0 |          7 |         78 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\cart\widget\cart_widget.dart                                          | Dart     |        190 |          1 |         28 |        219 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\controllers\category_controller.dart                         | Dart     |         66 |          0 |         15 |         81 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\domain\model\category_model.dart                             | Dart     |        168 |          0 |         15 |        183 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\domain\model\find_what_you_need.dart                         | Dart     |         96 |          0 |         13 |        109 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\domain\repo\category_repo.dart                               | Dart     |         25 |          0 |          2 |         27 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\domain\repo\category_repo_interface.dart                     | Dart     |          3 |          0 |          1 |          4 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\domain\service\category_service.dart                         | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\domain\service\category_service_interface.dart               | Dart     |          2 |          0 |          2 |          4 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\view\all_category_screen.dart                                | Dart     |        209 |          0 |         17 |        226 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\widget\category_shimmer.dart                                 | Dart     |         44 |          0 |          8 |         52 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\widget\category_view.dart                                    | Dart     |         39 |          0 |         10 |         49 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\category\widget\category_widget.dart                                  | Dart     |         34 |          0 |          3 |         37 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\model\chat_model.dart                                     | Dart     |        130 |          0 |         27 |        157 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\model\message_body.dart                                   | Dart     |         20 |          0 |          6 |         26 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\model\message_model.dart                                  | Dart     |         61 |          0 |         15 |         76 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\repo\chat_repo.dart                                       | Dart     |         65 |          0 |         12 |         77 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\repo\chat_repo_interface.dart                             | Dart     |          3 |          0 |          1 |          4 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\service\chat_service.dart                                 | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\domain\service\chat_service_interface.dart                       | Dart     |          2 |          0 |          2 |          4 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\provider\chat_provider.dart                                      | Dart     |        174 |          0 |         40 |        214 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\view\chat_screen.dart                                            | Dart     |        246 |          3 |         28 |        277 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\view\inbox_screen.dart                                           | Dart     |         92 |          0 |         20 |        112 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\chat_header.dart                                          | Dart     |         61 |          0 |          7 |         68 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\chat_item_widget.dart                                     | Dart     |         76 |          0 |         14 |         90 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\chat_shimmer.dart                                         | Dart     |         37 |          0 |          3 |         40 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\chat_type_button.dart                                     | Dart     |         43 |          0 |          5 |         48 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\inbox_shimmer.dart                                        | Dart     |         45 |          0 |          4 |         49 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\message_bubble.dart                                       | Dart     |         75 |          0 |         12 |         87 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\chat\widget\search_inbox_widget.dart                                  | Dart     |         86 |          1 |         16 |        103 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\domain\model\order_place_model.dart                          | Dart     |         22 |          0 |         13 |         35 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\domain\model\selected_shipping_type.dart                     | Dart     |         24 |          0 |          5 |         29 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\domain\repo\checkout_repo.dart                               | Dart     |        117 |          0 |         24 |        141 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\provider\checkout_provider.dart                              | Dart     |        219 |          0 |         47 |        266 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\view\checkout_screen.dart                                    | Dart     |        245 |          0 |         39 |        284 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\view\digital_payment_order_place.dart                        | Dart     |        223 |          1 |         52 |        276 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\choose_payment_section.dart                           | Dart     |         80 |          0 |         10 |         90 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\coupon_apply_widget.dart                              | Dart     |         59 |          0 |          8 |         67 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\coupon_bottom_sheet.dart                              | Dart     |        109 |          0 |         21 |        130 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\custom_check_box.dart                                 | Dart     |         49 |          0 |          4 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\guest_mode_info_picker.dart                           | Dart     |         65 |          0 |         10 |         75 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\guest_user_contact_information.dart                   | Dart     |         49 |          0 |         11 |         60 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\offline_payment.dart                                  | Dart     |         65 |          0 |         10 |         75 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\payment_method_bottom_sheet.dart                      | Dart     |        194 |          0 |         31 |        225 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\proced_button.dart                                    | Dart     |         28 |          0 |          3 |         31 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\product_details_widget.dart                           | Dart     |         71 |          0 |          8 |         79 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\shipping_details_widget.dart                          | Dart     |        119 |          0 |         19 |        138 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\shipping_method_bottom_sheet.dart                     | Dart     |        106 |          0 |         13 |        119 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\checkout\widget\wallet_payment.dart                                   | Dart     |         63 |          0 |          9 |         72 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\model\attribute_model.dart                             | Dart     |         14 |          0 |          5 |         19 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\model\compare_model.dart                               | Dart     |         37 |          0 |         11 |         48 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\repo\compare_repo.dart                                 | Dart     |         48 |          0 |          7 |         55 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\repo\compare_repo_interface.dart                       | Dart     |          3 |          0 |          2 |          5 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\service\compare_service.dart                           | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\domain\service\compare_service_interface.dart                 | Dart     |          2 |          0 |          2 |          4 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\provider\compare_provider.dart                                | Dart     |         71 |          0 |         18 |         89 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\view\compare_product_screen.dart                              | Dart     |        279 |          0 |         42 |        321 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\compare\widget\custom_top_sheet.dart                                  | Dart     |         26 |          0 |          2 |         28 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\contact_us\contact_us.dart                                            | Dart     |        120 |          0 |         13 |        133 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\model\coupon_item_model.dart                            | Dart     |        115 |          0 |         18 |        133 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\model\coupon_model.dart                                 | Dart     |         92 |          0 |          5 |         97 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\repo\coupon_repo.dart                                   | Dart     |         40 |          0 |          6 |         46 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\repo\coupon_repo_interface.dart                         | Dart     |          3 |          0 |          2 |          5 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\service\coupon_service.dart                             | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\domain\service\coupon_service_interface.dart                   | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\provider\coupon_provider.dart                                  | Dart     |         96 |          0 |         22 |        118 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\view\coupon_screen.dart                                        | Dart     |         48 |          0 |          6 |         54 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\coupon\widget\coupon_item.dart                                        | Dart     |        114 |          0 |         16 |        130 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\dashboard\dashboard_screen.dart                                       | Dart     |        128 |          0 |         32 |        160 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\model\featured_deal_model.dart                            | Dart     |          9 |          0 |         11 |         20 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\model\flash_deal_model.dart                               | Dart     |         66 |          0 |          5 |         71 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\repo\deal_repo_interface.dart                             | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\repo\featured_deal_repo.dart                              | Dart     |         17 |          0 |          3 |         20 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\repo\flash_deal_repo.dart                                 | Dart     |         24 |          0 |          3 |         27 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\service\deal_service.dart                                 | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\domain\service\deal_service_interface.dart                       | Dart     |          2 |          0 |          2 |          4 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\provider\featured_deal_provider.dart                             | Dart     |         29 |          0 |          9 |         38 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\provider\flash_deal_provider.dart                                | Dart     |         56 |          0 |          9 |         65 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\view\featured_deal_screen.dart                                   | Dart     |         20 |          0 |          2 |         22 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\view\flash_deal_screen.dart                                      | Dart     |         31 |          0 |         12 |         43 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\featured_deal_card.dart                                   | Dart     |        116 |          1 |         22 |        139 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\featured_deal_view.dart                                   | Dart     |         54 |          0 |          9 |         63 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\flash_deal_card.dart                                      | Dart     |         91 |          0 |         22 |        113 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\deal\widget\flash_deals_view.dart                                     | Dart     |        161 |          1 |         26 |        188 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\guest\track_order.dart                                                | Dart     |         69 |          0 |         10 |         79 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\model\more_store_model.dart                                      | Dart     |         67 |          0 |          7 |         74 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\model\shop_again_from_recent_store_model.dart                    | Dart     |         68 |          0 |         11 |         79 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\featured_product_shimmer.dart                            | Dart     |         84 |          0 |          9 |         93 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\flash_deal_shimmer.dart                                  | Dart     |        104 |          0 |         13 |        117 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\latest_product_shimmer.dart                              | Dart     |         33 |          0 |          4 |         37 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\order_again_shimmer.dart                                 | Dart     |         67 |          0 |         14 |         81 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\order_details_shimmer.dart                               | Dart     |         69 |          0 |         35 |        104 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\product_details_shimmer.dart                             | Dart     |         80 |          0 |         46 |        126 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\recommended_product_shimmer.dart                         | Dart     |         46 |          0 |          9 |         55 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\top_store_shimmer.dart                                   | Dart     |         62 |          0 |         14 |         76 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\transaction_shimmer.dart                                 | Dart     |         26 |          0 |          3 |         29 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\shimmer\wallet_bonus_shimmer.dart                                | Dart     |         82 |          0 |         19 |        101 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\view\aster_theme_home_page.dart                                  | Dart     |        358 |         16 |         86 |        460 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\view\fashion_theme_home_page.dart                                | Dart     |        351 |         13 |         87 |        451 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\view\home_screens.dart                                           | Dart     |        309 |         11 |         69 |        389 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\announcement.dart                                         | Dart     |         32 |          0 |          4 |         36 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\find_what_you_need_shimmer.dart               | Dart     |         74 |          0 |         11 |         85 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\find_what_you_need_view.dart                  | Dart     |        121 |          0 |         15 |        136 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\more_store_view.dart                          | Dart     |         28 |          0 |          4 |         32 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\more_store_widget.dart                        | Dart     |         91 |          0 |         10 |        101 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\aster_theme\order_again_view.dart                         | Dart     |        113 |          0 |         15 |        128 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\cart_widget_home_page.dart                                | Dart     |         59 |          0 |          5 |         64 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\home\widget\fashion_theme\most_demanded_product.dart                  | Dart     |         99 |          0 |         15 |        114 |
